product_name,brand,material_composition,hts_code,tariff_rate,country,base_price
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,39.54
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,70.18
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,35.07
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,81.55
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,43.74
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,76.61
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,27.26
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,67.22
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,81.7
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,5.13
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,30.49
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,92.86
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,93.11
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,59.6
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,18.58
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,93.83
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,21.76
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,19.5
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,40.36
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,1.33
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,79.02
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,77.62
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,30.75
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,84.15
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,49.54
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,62.91
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,73.15
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,93.54
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,87.84
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,31.85
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,54.96
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,13.37
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,64.13
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,92.74
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,21.05
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,91.28
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,66.43
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,25.21
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,91.16
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,24.17
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,1.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,49.76
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,65.58
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,9.24
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,71.6
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,97.2
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,69.57
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,86.36
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,52.79
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,63.54
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,16.35
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,12.26
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,63.28
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,84.82
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,96.28
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,96.81
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,30.0
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,43.71
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,55.22
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,19.18
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,26.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,5.26
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,78.41
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,45.06
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,25.52
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,14.76
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,52.25
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,63.59
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,73.96
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,68.11
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,16.94
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,30.25
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,54.35
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,3.25
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,59.69
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,53.22
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,33.81
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,90.52
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,80.61
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,55.26
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,97.84
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,76.02
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,54.64
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,48.67
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,5.86
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,72.01
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,6.02
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,95.34
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,70.05
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,85.25
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,79.02
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,11.55
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,62.76
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,91.09
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,72.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,18.14
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,73.09
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,18.12
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,85.19
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,81.08
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,19.55
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,94.76
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,62.09
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,80.95
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,4.61
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,62.28
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,13.85
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,80.51
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,13.02
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,59.47
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,92.51
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,76.73
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,80.56
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,20.76
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,17.22
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,40.03
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,87.17
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,59.52
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,47.82
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,1.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,43.84
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,72.9
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,8.87
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,30.09
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,73.89
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,61.96
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,31.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,25.66
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,47.93
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,92.04
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,18.29
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,20.73
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,65.91
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,34.01
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,71.04
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,73.26
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,30.31
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,41.89
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,59.78
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,68.66
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,19.22
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,61.43
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,92.13
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,55.1
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,93.93
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,48.24
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,68.42
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,23.39
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,84.16
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,56.96
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,65.04
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,18.14
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,69.91
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,55.06
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,59.0
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,13.41
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,2.7
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,41.91
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,81.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,14.13
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,69.37
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,49.99
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,15.16
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,96.3
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,66.78
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,31.86
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,29.37
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,21.91
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,17.62
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,29.68
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,41.06
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,61.85
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,72.63
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,59.76
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,49.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,76.0
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,83.13
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,85.99
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,95.58
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,45.44
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,45.01
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,5.7
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,30.71
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,32.17
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,72.18
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,10.68
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,85.04
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,82.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,33.08
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,79.27
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,18.15
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,14.2
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,6.59
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,27.58
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,78.39
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,84.66
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,88.8
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,27.38
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,56.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,69.9
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,7.95
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,94.04
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,30.97
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,1.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,75.0
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,88.62
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,32.77
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,72.43
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,1.83
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,47.5
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,62.95
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,22.37
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,14.67
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,36.92
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,90.78
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,57.07
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,81.1
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,54.52
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,68.38
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,83.93
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,21.14
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,97.16
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,74.26
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,34.09
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,41.92
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,99.67
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,24.66
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,35.59
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,38.99
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,41.93
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,63.61
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,95.31
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,66.13
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,44.8
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,31.74
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,33.57
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,66.71
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,94.67
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,38.38
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,84.0
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,63.22
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,49.01
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,44.36
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,25.53
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,16.47
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,18.07
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,31.23
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,17.5
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,94.49
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,32.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,93.05
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,8.84
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,71.76
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,95.53
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,61.28
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,70.83
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,59.58
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,58.47
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,38.38
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,80.62
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,15.16
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,70.47
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,12.3
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,34.45
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,30.87
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,40.56
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,85.99
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,74.11
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,46.75
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,92.26
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,21.34
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,22.83
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,39.37
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,32.1
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,77.81
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,95.27
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,48.36
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,59.08
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,68.16
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,77.97
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,63.24
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,26.83
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,57.34
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,99.63
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,37.08
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,22.49
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,41.99
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,38.5
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,95.51
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,12.54
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,25.85
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,74.46
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,66.6
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,33.19
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,97.44
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,62.93
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,36.8
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,83.64
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,26.83
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,59.9
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,69.91
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,33.29
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,30.57
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,88.83
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,84.12
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,70.4
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,1.8
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,37.11
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,43.41
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,24.04
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,30.02
